Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Comment,Comment,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134637557,View Product Record,product,2,28-Nov-16,9-Dec-17,feature,1,finished,12-Nov-16,,,Kok Seong Wai,"As a staff, I should be able to view the product details.",https://www.pivotaltracker.com/story/show/134637557,Kok Seong Wai,,,,,Create UI to list multiple product information in brief,completed,Create UI to display product information,completed,Code controller to retrieve data from DB,completed,Verify data retrieved,completed,code search feature for product search,completed
134637529,Delete Product Record,product,2,28-Nov-16,9-Dec-17,feature,1,finished,12-Nov-16,,,Kok Seong Wai,"As a staff, I should be able to delete unwanted product.",https://www.pivotaltracker.com/story/show/134637529,Kok Seong Wai,,,,,Add delete button to the display product list UI,completed,Code controller to delete product,completed,Add confirmation message,completed,,,,
136614299,View Credit List,order,2,28-Nov-16,9-Dec-17,feature,2,finished,12-Nov-16,,,Vincent,"As a customer, I would like to view the food and price on a list.",https://www.pivotaltracker.com/story/show/136614299,Kok Seong Wai,,,,,Create UI for view menu credit list.,completed,Code controller to retrieve all the data from database.,completed,Code controller to search particular data.,completed,Verify the data whether retrieve correctly.,completed,,
136615251,Add Table,table,2,28-Nov-16,9-Dec-17,feature,1,started,12-Nov-16,,,Kok Seong Wai,"As a manager, I can add table.",https://www.pivotaltracker.com/story/show/136615251,,,,,,Create database for table.,not completed,Create UI for add table.,not completed,Code controller to store data into database.,not completed,Verify the data whether stored in the database.,not completed,,
136615291,Update Table,table,2,28-Nov-16,9-Dec-17,feature,2,started,12-Nov-16,,,Kok Seong Wai,"As a manager, I can update the table status such as unavailable and available.",https://www.pivotaltracker.com/story/show/136615291,,,,,,Create UI for update table.,not completed,Code controller to retrieve the data from database and store latest data into database.,not completed,Verify the data whether had updated.,not completed,,,,
136615341,Delete Table,table,2,28-Nov-16,9-Dec-17,feature,1,started,12-Nov-16,,,Kok Seong Wai,"As a manager, I can delete the table.",https://www.pivotaltracker.com/story/show/136615341,,,,,,Create UI for delete table.,not completed,Code controller to delete the data from the database.,not completed,Verify the data whether deleted or not.,not completed,,,,
136615391,View Table,table,2,28-Nov-16,9-Dec-17,feature,2,started,12-Nov-16,,,Kok Seong Wai,"As a manager, I can view all the table record.",https://www.pivotaltracker.com/story/show/136615391,,,,,,Create UI for view table.,not completed,Code controller to retrieve all the data from the database.,not completed,Code for search particular data.,not completed,Verify the data whether is correct or not.,not completed,,
134637443,Add Order Record,order,2,28-Nov-16,9-Dec-17,feature,1,started,12-Nov-16,,,Kok Seong Wai,"As a customer, I should able to order foods and drinks.",https://www.pivotaltracker.com/story/show/134637443,,,,,,Create database for order.,not completed,Create UI for add order and add validation for input format.,not completed,Code controller to save data into database.,not completed,,,,
134637477,View Order Record,order,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,Kok Seong Wai,"As a customer, I should able to view what I have just ordered.",https://www.pivotaltracker.com/story/show/134637477,,,,,,Design Order List View,not completed,Code the controller to retrieve order,not completed,Verify and test the information retrieved,not completed,,,,
134637499,Update Order Record,order,3,12-Dec-17,23-Dec-17,feature,2,unstarted,12-Nov-16,,,hao guang,"As a staff, I should able update the information of an order which is already placed",https://www.pivotaltracker.com/story/show/134637499,,,,,,Design addition frame to handle edit order,not completed,code controller to retrieve and create addition frame to update order record,not completed,Code controller to save edited data to the database,not completed,Check if the record is updated correctly,not completed,,
134637481,Delete Order Record,order,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,Kok Seong Wai,"As a customer, I should able to remove unwanted order.",https://www.pivotaltracker.com/story/show/134637481,,,,,,Code the controller to delete the order from the order list,not completed,add confirm message before the order is deleted,not completed,,,,,,
134637577,Add Payment Record,payment,3,12-Dec-17,23-Dec-17,feature,2,unstarted,12-Nov-16,,,Kok Seong Wai,"As a staff, I should be able to add payment into the system.",https://www.pivotaltracker.com/story/show/134637577,,,,,,Design add payment UI,not completed,Code controller to retrieve payment information from order list,not completed,Code controller to calculate the total payment,not completed,Code controller to update the payment detail into the database,not completed,,
134645479,Pay through credit card,payment,3,12-Dec-17,23-Dec-17,feature,2,unstarted,12-Nov-16,,,hao guang,"As a casher, I should be able to receive credit card payment",https://www.pivotaltracker.com/story/show/134645479,,,,,,Add credit card panel into payment ui,not completed,code controller to retrieve the credit card information and update to database,not completed,,,,,,
134645357,Payment through cash,payment,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,hao guang,"As a casher, I should able to receive cash when the customer pay their bill",https://www.pivotaltracker.com/story/show/134645357,,,,,,Add cash payment panel to payment UI,not completed,Code controller to retrieve the information from the panel and calculate the changes,not completed,,,,,,
134646861,Generate Receipt,payment,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,Vincent,System should allow manager to generate receipt to customer,https://www.pivotaltracker.com/story/show/134646861,Vincent,Kok Seong Wai,,,,Add generate receipt button to the payment UI,not completed,Code controller to print out the recipe,not completed,,,,,,
134647039,Payment monthly report,payment,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,lai woon tzer,"As a Manager, I will be able to check monthly report of payment",https://www.pivotaltracker.com/story/show/134647039,Kok Seong Wai,,,,,Design payment monthly report UI,not completed,Create controller to retrieve relevant information from database,not completed,,,,,,
134647031,payment Yearly report,payment,3,12-Dec-17,23-Dec-17,feature,1,unstarted,12-Nov-16,,,lai woon tzer,"As a Manager, I will able to check the yearly report of payment",https://www.pivotaltracker.com/story/show/134647031,Kok Seong Wai,,,,,Design payment yearly report UI,not completed,Create controller to retrieve information from database,not completed,,,,,,
