Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Owned By,Owned By,Comment,Comment,Comment,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134637557,View Product Record,product,2,28-Nov-16,9-Dec-17,feature,1,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a staff, I should be able to view the product details.",https://www.pivotaltracker.com/story/show/134637557,Kok Seong Wai,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create UI to list multiple product information in brief,completed,Create UI to display product information,completed,Code controller to retrieve data from DB,completed,Verify data retrieved,completed,code search feature for product search,completed
134637529,Delete Product Record,product,2,28-Nov-16,9-Dec-17,feature,1,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a staff, I should be able to delete unwanted product.",https://www.pivotaltracker.com/story/show/134637529,Kok Seong Wai,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Add delete button to the display product list UI,completed,Code controller to delete product,completed,Add confirmation message,completed,,,,
136614299,View Credit List,order,2,28-Nov-16,9-Dec-17,feature,2,accepted,12-Nov-16,9-Dec-16,,Vincent,"As a customer, I would like to view the food and price on a list.",https://www.pivotaltracker.com/story/show/136614299,Kok Seong Wai,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create UI for view menu credit list.,completed,Code controller to retrieve all the data from database.,completed,Code controller to search particular data.,completed,Verify the data whether retrieve correctly.,completed,,
136615251,Add Table,table,2,28-Nov-16,9-Dec-17,feature,1,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a manager, I can add table.",https://www.pivotaltracker.com/story/show/136615251,,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create database for table.,completed,Create UI for add table.,completed,Code controller to store data into database.,completed,Verify the data whether stored in the database.,completed,,
136615291,Update Table,table,2,28-Nov-16,9-Dec-17,feature,2,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a manager, I can update the table status such as unavailable and available.",https://www.pivotaltracker.com/story/show/136615291,,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create UI for update table.,completed,Code controller to retrieve the data from database and store latest data into database.,completed,Verify the data whether had updated.,completed,,,,
136615341,Delete Table,table,2,28-Nov-16,9-Dec-17,feature,1,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a manager, I can delete the table.",https://www.pivotaltracker.com/story/show/136615341,,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create UI for delete table.,completed,Code controller to delete the data from the database.,completed,Verify the data whether deleted or not.,completed,,,,
136615391,View Table,table,2,28-Nov-16,9-Dec-17,feature,2,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a manager, I can view all the table record.",https://www.pivotaltracker.com/story/show/136615391,,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create UI for view table.,completed,Code controller to retrieve all the data from the database.,completed,Code for search particular data.,completed,Verify the data whether is correct or not.,completed,,
134637443,Add Order Record,order,2,28-Nov-16,9-Dec-17,feature,1,accepted,12-Nov-16,9-Dec-16,,Kok Seong Wai,"As a customer, I should able to order foods and drinks.",https://www.pivotaltracker.com/story/show/134637443,,,"Commit by haoguang
https://github.com/haoguang/process/commit/341452a5a90e5f6fc098ff9fad1a4dbae460e628

[#134637523 finished][#134637557 finished][#134637529 finished][#136614299 finished][#136615251 started][#136615291 started][#136615341 started][#136615391 started][#134637443 started]

1_Developers: Woon Tzer, Seong Wai, Wei Seng
2_Time: 12:30
3_Use_case: Update product Record

1_Developers: Woon Tzer, Hao Guang
2_Time: 15:00
3_Use_case: View Product Record

1_Developers: Seong Wai, Wei Seng
2_Time: 17:00
3_Use_case: Delete Product

1_Developers: Seong Wai, Hao Guang 
2_Time: 16:30
3_Use_case: View Credit List (hao guang - Dec 23, 2016)","Commit by haoguang
https://github.com/haoguang/process/commit/c7d6a398ea1ff95ce40e54eb7d5df5c21703d794

[#134637523 delivered][#134637557 delivered][#134637529 delivered][#136614299 delivered][#136615251 delivered][#136615291 delivered][#136615341 delivered][#136615391 delivered][#134637443 delivered]

1_Developers: Woon Tzer, Wei Seng
2_Time: 17:00
3_Use_case:Add Table

1_Developers: Woon Tzer, Seong Wai
2_Time: 16:30
3_Use_case: Update Table

1_Developers:Wei Seng
2_Time: 17:30
3_Use_case:Delete Table

1_Developers: Seong Wai, Hao Guang
2_Time: 17:30
3_Use_case: View Table

1_Developers: Woon Tzer, Hao Guang
2_Time: 14:00
3_Use_case: Add Order Record (hao guang - Dec 23, 2016)",,Create database for order.,completed,Create UI for add order and add validation for input format.,completed,Code controller to save data into database.,completed,,,,
134637477,View Order Record,order,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,Kok Seong Wai,"As a customer, I should able to view what I have just ordered.",https://www.pivotaltracker.com/story/show/134637477,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Design Order List View,completed,Code the controller to retrieve order,completed,Verify and test the information retrieved,completed,,,,
134637499,Update Order Record,order,3,12-Dec-17,23-Dec-17,feature,2,delivered,12-Nov-16,,,hao guang,"As a staff, I should able update the information of an order which is already placed",https://www.pivotaltracker.com/story/show/134637499,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Design addition frame to handle edit order,completed,code controller to retrieve and create addition frame to update order record,completed,Code controller to save edited data to the database,completed,Check if the record is updated correctly,completed,,
134637481,Delete Order Record,order,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,Kok Seong Wai,"As a customer, I should able to remove unwanted order.",https://www.pivotaltracker.com/story/show/134637481,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Code the controller to delete the order from the order list,completed,add confirm message before the order is deleted,completed,,,,,,
134637577,Add Payment Record,payment,3,12-Dec-17,23-Dec-17,feature,2,delivered,12-Nov-16,,,Kok Seong Wai,"As a staff, I should be able to add payment into the system.",https://www.pivotaltracker.com/story/show/134637577,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Design add payment UI,completed,Code controller to retrieve payment information from order list,completed,Code controller to calculate the total payment,completed,Code controller to update the payment detail into the database,completed,,
134645479,Pay through credit card,payment,3,12-Dec-17,23-Dec-17,feature,2,delivered,12-Nov-16,,,hao guang,"As a casher, I should be able to receive credit card payment",https://www.pivotaltracker.com/story/show/134645479,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Add credit card panel into payment ui,completed,code controller to retrieve the credit card information and update to database,completed,,,,,,
134645357,Payment through cash,payment,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,hao guang,"As a casher, I should able to receive cash when the customer pay their bill",https://www.pivotaltracker.com/story/show/134645357,,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Add cash payment panel to payment UI,completed,Code controller to retrieve the information from the panel and calculate the changes,completed,,,,,,
134646861,Generate Receipt,payment,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,Vincent,System should allow manager to generate receipt to customer,https://www.pivotaltracker.com/story/show/134646861,Vincent,Kok Seong Wai,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Add generate receipt button to the payment UI,completed,Code controller to print out the recipe,completed,,,,,,
134647039,Payment monthly report,payment,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,lai woon tzer,"As a Manager, I will be able to check monthly report of payment",https://www.pivotaltracker.com/story/show/134647039,Kok Seong Wai,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Design payment monthly report UI,completed,Create controller to retrieve relevant information from database,completed,,,,,,
134647031,payment Yearly report,payment,3,12-Dec-17,23-Dec-17,feature,1,delivered,12-Nov-16,,,lai woon tzer,"As a Manager, I will able to check the yearly report of payment",https://www.pivotaltracker.com/story/show/134647031,Kok Seong Wai,,"Commit by haoguang
https://github.com/haoguang/process/commit/473589bd54f66602adff2c63c61ef959e4fb0c99

[#134637477 finished][#134637499 finished][#134637481 finished][#134637577 finished][#134645479 finished][#134645357 started][#134646861 started][#134647039 started][#134647031 started]

1_Developers: Hao Guang, Woon Tzer
2_Time: 17:30
3_Use_case: View Order Record, Update Order record

1_Developers: Wei Seng
2_Time: 16:20
3_Use_case: Delete order record

1_Developers: Seong Wai, Wai Seng, Hao Guang, Woon Tzer
2_Time: 17:00
3_Use_case: Add payment record

1_Developers: Seong Wai
2_Time: 17:00
3_Use_case: Pay through credit card (hao guang - Dec 24, 2016)",,,Design payment yearly report UI,completed,Create controller to retrieve information from database,completed,,,,,,
